date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:20	58107/58107	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:42%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718049_66390	J:/$projects/DigestExt/DigestPlus/web/_17718049_66390.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:20	118163/118163	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:41%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718047_58351	J:/$projects/DigestExt/DigestPlus/web/_17718047_58351.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:21	50025/50025	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:43%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718051_58496	J:/$projects/DigestExt/DigestPlus/web/_17718051_58496.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:22	84598/84598	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:44%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718054_58496	J:/$projects/DigestExt/DigestPlus/web/_17718054_58496.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:22	121780/121780	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:43%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718052_70542	J:/$projects/DigestExt/DigestPlus/web/_17718052_70542.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:23	115529/115529	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:45%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a244830/r/_17719004_52271	J:/$projects/DigestExt/DigestPlus/web/_17719004_52271.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a244830)
17:08:23	198696/198696	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:45%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a244830/r/_17719002_1006413	J:/$projects/DigestExt/DigestPlus/web/_17719002_1006413.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a244830)
17:08:23	190383/190383	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:46%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a244830/r/_17719006_48643	J:/$projects/DigestExt/DigestPlus/web/_17719006_48643.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a244830)
17:08:23	96341/96341	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:40%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718046_58496	J:/$projects/DigestExt/DigestPlus/web/_17718046_58496.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:24	144134/144134	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:47%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a244830/r/XB4-XB5CommonOperatorsCompletewithContactBlocksCPT_0000051349	J:/$projects/DigestExt/DigestPlus/web/xb4-xb5commonoperatorscompletewithcontactblockscpt_0000051349.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a244830)
